codigo_pais,pais,dep,ciudad,PROV,nomprov,sec,nombremunicipio,idloc,AsientoElectoral,dist,nomdist,zona,nomzona,CIRCUNDIST,RECI,recinto_electoral,cantidadMesas,inscritos_habilitados,Inhabilitados,Depurados
34,BRASIL,18,SAO PAULO,1,SAO PAULO,1,SAO PAULO,3619,SAO PAULO,1,DISTRITO SAO PAULO,105,ZONA E,0,25201,E-ESCUELA ESTADUAL MARECHAL DEODORO,13,2918,12,12
34,BRASIL,18,SAO PAULO,1,SAO PAULO,1,SAO PAULO,3619,SAO PAULO,1,DISTRITO SAO PAULO,105,ZONA E,0,25202,E-INST. CIENCIA TECNOLOGIA  SÃO PAULO,22,5070,33,13
34,BRASIL,18,SAO PAULO,1,SAO PAULO,1,SAO PAULO,3619,SAO PAULO,1,DISTRITO SAO PAULO,105,ZONA E,0,25204,E-ESCUELA TÉCNICA ESTADUAL CARLOS DE CAMPOS,21,4939,18,27
34,BRASIL,18,SAO PAULO,1,SAO PAULO,1,SAO PAULO,3619,SAO PAULO,1,DISTRITO SAO PAULO,105,ZONA E,0,25205,E-ESCUELA ESTADUAL ORESTES GUIMARÃES,14,3104,7,32
34,BRASIL,18,SAO PAULO,1,SAO PAULO,1,SAO PAULO,3619,SAO PAULO,1,DISTRITO SAO PAULO,106,ZONA F,0,25305,F-ESCUELA ESTADUAL EDUARDO PRADO,22,5218,35,2
34,BRASIL,18,SAO PAULO,1,SAO PAULO,1,SAO PAULO,3619,SAO PAULO,1,DISTRITO SAO PAULO,111,ZONA BELENZINHO,0,26123,ESCOLA MUNICIPAL ENSINO FUNDAMENTAL ANALIA FRANCO BASTOS,15,3554,22,11
40,CANADÁ,55,ONTARIO,1,OTTAWA,1,OTTAWA,3798,OTTAWA,1,DISTRITO OTTAWA,101,ZONA OTTAWA,0,25123,EMBAJADA DE BOLIVIA,1,111,1,0
44,CHILE,38,ANTOFAGASTA,3,ANTOFAGASTA,1,ANTOFAGASTA,3781,ANTOFAGASTA,1,DISTRITO ANTOFAGASTA,101,ZONA ANTOFAGASTA,0,25106,LICEO A-17 MARTA NAREA DIAZ,30,6929,56,17
44,CHILE,38,ANTOFAGASTA,4,EL LOA,1,CALAMA,3782,CALAMA,1,DISTRITO CALAMA,101,ZONA CALAMA,0,25107,ESCUELA BÁSICA D-37 REPÚBLICA DE BOLIVIA,38,8932,99,20
44,CHILE,37,ARICA,2,ARICA,1,ARICA,3780,ARICA,1,DISTRITO ARICA,101,ZONA ARICA,0,25105,COLEGIO INTEGRADO EDUARDO FREI MONTALVA,14,3150,24,13
44,CHILE,94,ATACAMA,1,COPIAPÓ,1,COPIAPÓ,4389,COPIAPÓ,1,DISTRITO COPIAPÓ,1,COPIAPÓ,0,26101,SALÓN ALICANTO - DEPENDENCIAS MUNICIPALES,6,1257,23,0
44,CHILE,36,METROPOLITANA,1,SANTIAGO,1,SANTIAGO,3779,SANTIAGO,1,DISTRITO SANTIAGO,101,ZONA SANTIAGO,0,25104,PARROQUIA LATINOAMERICANA NUESTRA SEÑORA DE POMPEYA,17,3983,45,6
44,CHILE,39,TARAPACA,5,IQUIQUE,1,IQUIQUE,3783,IQUIQUE,1,DISTRITO IQUIQUE,101,ZONA IQUIQUE,0,25108,LA ARAUCANA,29,6692,58,15
45,CHINA,70,BEIJIN,1,BEIJIN,1,BEIJIN,3813,BEIJIN,1,DISTRITO BEIJIN,101,ZONA BEIJIN,0,25138,EMBAJADA,1,61,0,0
49,COLOMBIA,41,CUNDINAMARCA,1,BOGOTÁ,1,BOGOTÁ,3784,BOGOTÁ,1,DISTRITO BOGOTÁ,101,ZONA BOGOTÁ,0,25109,EMBAJADA,1,227,3,1
53,COSTA RICA,51,SAN JOSÉ,1,SAN JOSÉ,1,SAN JOSÉ,3794,SAN JOSÉ,1,DISTRITO SAN JOSE,101,ZONA SAN JOSE,0,25119,EMBAJADA,1,143,2,0
55,CUBA,52,LA HABANA,1,LA HABANA,1,LA HABANA,3795,LA HABANA,1,DISTRITO LA HABANA,101,ZONA LA HABANA,0,26116,EMBAJADA,2,399,1,2
61,ECUADOR,42,PICHINCHA,1,QUITO,1,QUITO,3785,QUITO,1,DISTRITO QUITO,101,ZONA QUITO,0,25110,EMBAJADA,1,226,1,0
63,EGIPTO,67,EL CAIRO,1,EL CAIRO,1,EL CAIRO,3810,EL CAIRO,1,DISTRITO EL CAIRO,101,ZONA EL CAIRO,0,25135,EMBAJADA,1,14,0,0
67,ESPAÑA,30,ANDALUCIA,8,GRANADA,1,GRANADA,4392,GRANADA,1,DISTRITO MALAGA,1,ZONA MALAGA,0,26105,POR DEFINIR - ZONA GRANADA,4,809,5,0
67,ESPAÑA,30,ANDALUCIA,7,MALAGA,1,MALAGA,4392,MALAGA,1,DISTRITO MALAGA,1,ZONA MALAGA,0,26104,POR DEFINIR - ZONA MÁLAGA,2,275,2,0
67,ESPAÑA,30,ANDALUCIA,6,SEVILLA,1,SEVILLA,3773,SEVILLA,1,DISTRITO SEVILLA,101,ZONA SEVILLA,0,25098,CENTRO SOCIAL POLIVALENTE HOGAR VIRGEN DE LOS REYES,16,3623,3,5
67,ESPAÑA,16,CATALUÑA,2,BARCELONA,1,BARCELONA,3617,BARCELONA,1,DISTRITO BARCELONA,101,ZONA A,0,25073,CEM OLIMPICS (VALL D’HEBRON),40,9455,12,37
67,ESPAÑA,16,CATALUÑA,2,BARCELONA,1,BARCELONA,3617,BARCELONA,1,DISTRITO BARCELONA,102,ZONA B,0,25074,PABELLON MUNICIPAL DE DEPORTES,37,8669,15,47
67,ESPAÑA,16,CATALUÑA,2,BARCELONA,1,BARCELONA,3617,BARCELONA,1,DISTRITO BARCELONA,103,ZONA C,0,25075,SALA POLIVALENT DEL PARC DEL NORD,16,3647,5,11
67,ESPAÑA,29,EUSKADI,5,VIZCAYA,1,BILBAO,3772,BILBAO,1,DISTRITO BILBAO,101,ZONA BILBAO,0,25097,PALACIO EUSKALDUNA,29,6807,18,10
67,ESPAÑA,31,ISLAS BALEARES,7,PALMA DE MALLORCA,1,PALMA DE MALLORCA,3774,PALMA DE MALLORCA,1,DISTRITO PALMA DE MALLORCA,101,ZONA PALMA DE MALLORCA,0,26117,CENTRO EDUCATIVO INFANTIL Y PRIMARIA CEIP AINA MOLL I MARQUES,10,2388,6,1
67,ESPAÑA,15,MADRID,1,MADRID,1,MADRID,3616,MADRID,1,DISTRITO MADRID,101,ZONA A,0,25070,INSTITUTO DE ENSEÑANZA SUPERIOR(IES) CERVANTES,37,8751,22,45
67,ESPAÑA,15,MADRID,1,MADRID,1,MADRID,3616,MADRID,1,DISTRITO MADRID,102,ZONA B,0,25071,COLEGIO PÚBLICO REPÚBLICA DEL URUGUAY,17,3949,7,19
67,ESPAÑA,15,MADRID,1,MADRID,1,MADRID,3616,MADRID,1,DISTRITO MADRID,103,ZONA C,0,25072,COLEGIO PÚBLICO JORGE MANRIQUE,32,7444,25,30
67,ESPAÑA,27,MURCIA,4,MURCIA,1,MURCIA,3770,MURCIA,1,DISTRITO MURCIA,101,ZONA MURCIA,0,26118,CAMARA DE COMERCIO DE MURCIA,32,7576,21,28
67,ESPAÑA,17,VALENCIA,3,VALENCIA,1,VALENCIA,3618,VALENCIA,1,DISTRITO VALENCIA,101,ZONA A,0,25076,UNIVERSIDAD POLITÉCNICA DE VALENCIA,39,9213,13,55
62,ESTADOS UNIDOS,25,CALIFORNIA,5,LOS ANGELES,1,LOS ANGELES,3768,LOS ANGELES,1,DISTRITO SANTA ANA,101,ZONA SANTA ANA,0,25093,ORANGE COUNTY EDUCATIONAL ARTS ACADEMY,2,478,2,2
62,ESTADOS UNIDOS,24,DIST. COLUMBIA,4,WASHINGTON D.C.,1,WASHINGTON D.C.,3767,WASHINGTON D.C.,1,DISTRITO WASHINGTON D.C.,101,ZONA WASHINGTON D.C.,0,25092,CONSULADO,1,251,1,7
62,ESTADOS UNIDOS,26,FLORIDA,6,MIAMI-DADE,1,MIAMI-DADE,3769,MIAMI,1,DISTRITO MIRAMAR,101,ZONA MIRAMAR,0,25094,SISTEMA UNIVERSITARIO ANA  G. MENDEZ,4,780,8,8
62,ESTADOS UNIDOS,19,MARYLAND,3,MONTGOMERY,1,MONTGOMERY,3620,WHEATON,1,DISTRITO WHEATON,101,ZONA WHEATON,0,25085,SISTEMA UNIVERSITARIO ANA  G. MENDEZ,8,1737,8,17
62,ESTADOS UNIDOS,81,NEW JERSEY,8,NEW JERSEY,1,PASSAIC,3895,PASSAIC,1,DISTRITO PASSAIC,101,ZONA PASSAIC,0,25153,ST. JOHN LUTHERAN CHURCH OF PASSAIC,3,599,0,5
62,ESTADOS UNIDOS,14,NEW YORK,2,NEW YORK,1,NEW YORK,3615,NEW YORK,1,DISTRITO QUEENS,101,ZONA QUEENS,0,25069,PUBLIC SCHOOL 69,5,1127,3,9
62,ESTADOS UNIDOS,80,RODHE ISLAND,7,RODHE ISLAND,1,PROVIDENCE,3894,PROVIDENCE,1,DISTRITO PROVIDENCE,101,ZONA PROVIDENCE,0,25152,PROVIDENCE CITY HALL,2,468,1,5
62,ESTADOS UNIDOS,86,TEXAS,9,HARRIS,1,HARRIS,4074,HOUSTON,1,DISTRITO HOUSTON,101,ZONA HOUSTON,0,26119,CONSULADO GENERAL HOUSTON,2,445,3,0
62,ESTADOS UNIDOS,13,VIRGINIA,1,ARLINGTON,1,ARLINGTON,3614,ARLINGTON,1,DISTRITO ARLINGTON,101,ZONA VIRGINIA,0,25300,DREW MODEL ELEMENTARY SCHOOL,10,2329,3,26
62,ESTADOS UNIDOS,13,VIRGINIA,1,ARLINGTON,1,ARLINGTON,3614,ARLINGTON,1,DISTRITO ARLINGTON,101,ZONA VIRGINIA,0,25301,WAKEFIELD HIGH SCHOOL,14,3131,7,21
62,ESTADOS UNIDOS,13,VIRGINIA,2,FAIRFAX,1,FAIRFAX,4156,FAIRFAX,1,DISTRITO FAIRFAX,1,ZONA FAIRFAX,0,25068,PENINO BUILDING,15,3409,8,22
74,FRANCIA,59,ILE DE FRANCE,1,PARÍS,1,PARÍS,3802,PARÍS,1,DISTRITO PARIS,101,ZONA PARIS,0,25127,EMBAJADA,4,774,1,1
108,GRAN BRETAÑA,64,INGLATERRA,1,INGLATERRA,1,LONDRES,3807,LONDRES,1,DISTRITO LONDRES,101,ZONA LONDRES,0,25132,"ETC. VENUES, ELEPHANT & CASTLE, AVONMOUTH HOUSE",7,1640,4,7
107,INDIA,68,DELHI,1,DELHI,1,NUEVA DELHI,3811,NUEVA DELHI,1,DISTRITO NUEVA DELHI,101,ZONA NUEVA DELHI,0,25136,EMBAJADA,1,9,0,0
114,IRÁN,69,TEHERAN,1,TEHERÁN,1,TEHERAN,3812,TEHERÁN,1,DISTRITO TEHERAN,101,ZONA TEHERAN,0,25137,EMBAJADA,1,11,0,0
124,ITALIA,56,LAZIO,1,ROMA,1,ROMA,3799,ROMA,1,DISTRITO ROMA,101,ZONA ROMA,0,25124,IGLESIA SANTA MARIA ADOLORATTA,4,810,2,2
124,ITALIA,57,LOMBARDIA,2,BERGAMO,1,BERGAMO,3800,BERGAMO,1,DISTRITO BERGAMO,101,ZONA BERGAMO,0,25125,INSTITUTO PARITARIO IMIBERG,14,3229,6,9
124,ITALIA,57,LOMBARDIA,3,MILAN,1,MILÁN,3801,MILÁN,1,DISTRITO MILAN,101,ZONA MILAN,0,25126,LICEO LINGUISTICO MANZONI,11,2562,13,8
129,JAPÓN,71,KANTO,1,TOKIO,1,TOKIO,3814,TOKIO,1,DISTRITO TOKIO,101,ZONA TOKIO,0,25139,EMBAJADA,1,249,2,0
154,MÉXICO,54,MEXICO D.F.,1,MÉXICO D.F.,1,MÉXICO D.F.,3797,MÉXICO D.F.,1,DISTRITO MEXICO D.F.,101,ZONA MEXICO D.F.,0,25122,EMBAJADA,2,372,1,1
171,NICARAGUA,95,MANAGUA,1,MANAGUA,1,MANAGUA,4390,MANAGUA,1,DISTRITO MANAGUA,1,MANAGUA,0,26102,EMBAJADA,1,34,0,0
91,PAISES BAJOS,63,HOLANDA,1,HOLANDA,1,LA HAYA,3806,LA HAYA,1,DISTRITO LA HAYA,101,ZONA LA HAYA,0,25131,EMBAJADA,1,133,0,0
180,PANAMÁ,53,PANAMÁ,1,PANAMÁ,1,PANAMÁ,3796,PANAMÁ,1,DISTRITO PANAMÁ,101,ZONA PANAMÁ,0,25121,EMBAJADA,1,152,1,1
181,PARAGUAY,43,DIST. CAPITAL,1,DISTRITO CAPITAL,1,ASUNCIÓN,3786,ASUNCIÓN,1,DISTRITO ASUNCIÓN,101,ZONA ASUNCIÓN,0,25111,EMBAJADA,2,485,4,3
182,PERÚ,45,CUSCO,2,CUSCO,1,CUSCO,3788,CUSCO,1,DISTRITO CUZCO,101,ZONA CUZCO,0,25113,CONSULADO DE BOLIVIA,1,97,0,0
182,PERÚ,44,LIMA,1,LIMA,1,LIMA,3787,LIMA,1,DISTRITO LIMA,101,ZONA LIMA,0,25112,CONSULADO,3,603,3,1
182,PERÚ,48,MOQUEGUA,5,MOQUEGUA,1,ILO,3791,ILO,1,DISTRITO ILO,101,ZONA ILO,0,25116,CONSULADO,1,69,0,0
182,PERÚ,46,PUNO,3,PUNO,1,PUNO,3789,PUNO,1,DISTRITO PUNO,101,ZONA PUNO,0,25114,CONSULADO,1,156,2,0
182,PERÚ,47,TACNA,4,TACNA,1,TACNA,3790,TACNA,1,DISTRITO TACNA,101,ZONA TACNA,0,25115,I. E. 42010 SANTISIMA NIÑA MARIA,1,222,2,0
52,REPÚBLICA DE COREA DEL SUR,73,SEÚL,1,SEÚL,1,SEÚL,3816,SEÚL,1,DISTRITO SEUL,101,ZONA SEUL,0,25141,EMBAJADA,1,28,0,0
194,RUSIA,72,DISTR. FEDERAL,1,MOSCÚ,1,MOSCÚ,3815,MOSCÚ,1,DISTRITO MOSCU,101,ZONA MOSCU,0,25140,EMBAJADA,1,173,0,0
212,SUECIA,66,ESTOCOLMO,1,ESTOCOLMO,1,ESTOCOLMO,3809,ESTOCOLMO,1,DISTRITO ESTOCOLMO,101,ZONA ESTOCOLMO,0,26124,ABF BILDNING & KULTUR,3,497,2,0
213,SUIZA,77,GINEBRA,1,GINEBRA,1,GINEBRA,3820,GINEBRA,1,DISTRITO GINEBRA,101,ZONA GINEBRA,0,26120,CENTRO SOLIDARIO PAQUIS,6,1309,8,3
233,URUGUAY,49,MONTEVIDEO,1,MONTEVIDEO,1,MONTEVIDEO,3792,MONTEVIDEO,1,DISTRITO MONTEVIDEO,101,ZONA MONTEVIDEO,0,25117,EMBAJADA,1,202,0,0
237,VENEZUELA,50,DISTR. FEDERAL,1,CARACAS,1,CARACAS,3793,CARACAS,1,DISTRITO CARACAS,101,ZONA CARACAS,0,25118,ESCUELA EXPERIMENTAL VENEZUELA,1,230,3,2
NA,NA,TOTALES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1507,341001,1531,1629
